File name cleanup,File name cleanup,ingest package,coll id,Ms folio folder,File,Source,File Path
4v KTK sharpie avgUV-VIS,1,GrkNF-MG29,Greek NF MG 29 4v,GrkNF-MG29_004v_K-31-008_KTK_sharpie_avgUV-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008/GrkNF-MG29_004v_K-31-008_KTK_sharpie_avgUV-VIS.tif
4v KTK sharpie MB365UV-MB780IR,1,GrkNF-MG29,Greek NF MG 29 4v,GrkNF-MG29_004v_K-31-008_KTK_sharpie_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008/GrkNF-MG29_004v_K-31-008_KTK_sharpie_MB365UV-MB780IR.tif
4v KTK sharpie MB365UV-VIS,1,GrkNF-MG29,Greek NF MG 29 4v,GrkNF-MG29_004v_K-31-008_KTK_sharpie_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008/GrkNF-MG29_004v_K-31-008_KTK_sharpie_MB365UV-VIS.tif
4v KTK sharpie WBUVB47-VIS,1,GrkNF-MG29,Greek NF MG 29 4v,GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVB47-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008/GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVB47-VIS.tif
4v KTK sharpie WBUVG58-MB780IR,1,GrkNF-MG29,Greek NF MG 29 4v,GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVG58-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008/GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVG58-MB780IR.tif
4v KTK sharpie WBUVG58-VIS,1,GrkNF-MG29,Greek NF MG 29 4v,GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVG58-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008/GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVG58-VIS.tif
4v KTK sharpie WBUVO22-MB780IR,1,GrkNF-MG29,Greek NF MG 29 4v,GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVO22-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008/GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVO22-MB780IR.tif
4v KTK sharpie WBUVO22-VIS,1,GrkNF-MG29,Greek NF MG 29 4v,GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVO22-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008/GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVO22-VIS.tif
4v KTK sharpie WBUVUVb-MB780IR,1,GrkNF-MG29,Greek NF MG 29 4v,GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008/GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVUVb-MB780IR.tif
4v KTK sharpie WBUVUVb-VIS,1,GrkNF-MG29,Greek NF MG 29 4v,GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_004v_K-31-008/GrkNF-MG29_004v_K-31-008_KTK_sharpie_WBUVUVb-VIS.tif
5r KTK pseudo MB365UV-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_pseudo_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_pseudo_MB365UV-MB780IR.tif
5r KTK pseudo MB365UV-VIS,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_pseudo_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_pseudo_MB365UV-VIS.tif
5r KTK pseudo WBUVO22-VIS,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_pseudo_WBUVO22-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_pseudo_WBUVO22-VIS.tif
5r KTK pseudo WBUVUVb-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_pseudo_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_pseudo_WBUVUVb-MB780IR.tif
5r KTK pseudo WBUVUVb-VIS,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_pseudo_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_pseudo_WBUVUVb-VIS.tif
5r KTK pseudo WBUVUVP-VIS,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_pseudo_WBUVUVP-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_pseudo_WBUVUVP-VIS.tif
5r KTK sharpie MB365UV-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_sharpie_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_sharpie_MB365UV-MB780IR.tif
5r KTK sharpie WBUVG58-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_sharpie_WBUVG58-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_sharpie_WBUVG58-MB780IR.tif
5r KTK sharpie WBUVO22-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_sharpie_WBUVO22-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_sharpie_WBUVO22-MB780IR.tif
5r KTK sharpie WBUVUVb-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_sharpie_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_sharpie_WBUVUVb-MB780IR.tif
5r KTK sharpie WBUVUVb-VIS,1,GrkNF-MG29,Greek NF MG 29 5r,GrkNF-MG29_005r_K-31-009_KTK_sharpie_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005r_K-31-009/GrkNF-MG29_005r_K-31-009_KTK_sharpie_WBUVUVb-VIS.tif
5v KTK pseudo MB365UV-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_pseudo_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_pseudo_MB365UV-MB780IR.tif
5v KTK pseudo MB365UV-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_pseudo_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_pseudo_MB365UV-VIS.tif
5v KTK pseudo WBUVO22-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_pseudo_WBUVO22-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_pseudo_WBUVO22-VIS.tif
5v KTK pseudo WBUVUVb-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_pseudo_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_pseudo_WBUVUVb-MB780IR.tif
5v KTK pseudo WBUVUVb-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_pseudo_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_pseudo_WBUVUVb-VIS.tif
5v KTK pseudo WBUVUVP-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_pseudo_WBUVUVP-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_pseudo_WBUVUVP-VIS.tif
5v KTK sharpie avgUV-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_avgUV-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_avgUV-VIS.tif
5v KTK sharpie MB365UV-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_MB365UV-MB780IR.tif
5v KTK sharpie MB365UV-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_MB365UV-VIS.tif
5v KTK sharpie WBUVB47-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVB47-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVB47-VIS.tif
5v KTK sharpie WBUVG58-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVG58-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVG58-MB780IR.tif
5v KTK sharpie WBUVG58-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVG58-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVG58-VIS.tif
5v KTK sharpie WBUVO22-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVO22-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVO22-MB780IR.tif
5v KTK sharpie WBUVO22-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVO22-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVO22-VIS.tif
5v KTK sharpie WBUVUVb-MB780IR,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVUVb-MB780IR.tif
5v KTK sharpie WBUVUVb-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVUVb-VIS.tif
5v KTK sharpie WBUVUVP-VIS,1,GrkNF-MG29,Greek NF MG 29 5v,GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVUVP-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010,/Volumes/spp_ingest/IngestPackage1/GrkNF-MG29/GrkNF-MG29_005v_K-31-010/GrkNF-MG29_005v_K-31-010_KTK_sharpie_WBUVUVP-VIS.tif
